DATE,LOCATION,$LOSS,$RECOVERED,OFFICER,THEFT_TYPE
"01-12-2012","4900 BLOCK N 27TH ST",760,0,"957 BRANDL","LARC-SHOPLIFT"
"01-12-2012","4900 BLOCK N 27TH ST",960,0,"957 BRANDL","LARC-SHOPLIFT"
"01-12-2012","7000 BLOCK O ST",115,0,"1553 JUNKER","LARC-OTHER"
"01-12-2012","1800 BLOCK J ST",350,0,"834 MCGAHAN","LARC-FROM MOTOR VEH"
"01-12-2012","7000 BLOCK O ST",1100,282,"1553 JUNKER","LARC-SHOPLIFT"
"01-12-2012","6700 BLOCK S 14TH ST",36,0,"1294 CLELAND","LARC-FROM BUILDING"
"01-12-2012","4200 BLOCK N 15TH ST",1100,1100,"1204 KNOPIK","AUTO THEFT"
"01-12-2012","1600 BLOCK VALE CIR",20,0,"1607 SCHOENBECK","LARC-FROM MOTOR VEH"
"01-12-2012","100 BLOCK Q ST",50,0,"1606 HOSE","LARC-FROM BUILDING"
"01-12-2012","1600 BLOCK VALE CIR",25,0,"1607 SCHOENBECK","LARC-FROM MOTOR VEH"
"01-12-2012","1700 BLOCK SOUTH ST",2,2,"1556 GRELL","LARC-SHOPLIFT"
"01-12-2012","3400 BLOCK A ST",8,8,"1685 MEYERSON","LARC-SHOPLIFT"
"01-13-2012","600 BLOCK S 17TH ST",600,600,"271 SORENSEN","AUTO THEFT"
"01-13-2012","3300 BLOCK HOLDREGE ST",3,0,"1654 PFLANZ","LARC-SHOPLIFT"
"01-13-2012","2700 BLOCK W ST",3,0,"1654 PFLANZ","LARC-SHOPLIFT"
"01-13-2012","2400 BLOCK J ST",75,0,"720 MCANDREW","LARC-OTHER"
"01-13-2012","3200 BLOCK HOLDREGE ST",75,0,"1530 PETERSEN","LARC-VEH.ACCESS."
"01-13-2012","3100 BLOCK HOLDREGE ST",125,0,"1586 MARTIN","LARC-VEH.ACCESS."
"01-13-2012","400 BLOCK S 44TH ST",1850,0,"805 PUCKET","LARC-FROM MOTOR VEH"
"01-13-2012","5500 BLOCK SHADY CREEK CT",444,0,"1180 KENNETT","LARC-FROM MOTOR VEH"
"01-13-2012","70TH/PIONEERS",243,0,"551 BURMEISTER","LARC-OTHER"
"01-13-2012","27TH/RANDOLPH",200,0,"551 BURMEISTER","LARC-FROM BUILDING"
"01-13-2012","800 BLOCK ELDON DR",3,0,"1331 RIPLEY","LARC-FROM BUILDING"
"01-13-2012","5800 BLOCK N 33RD ST",100,100,"1270 MORROW","LARC-FROM BUILDING"
"01-13-2012","3400 BLOCK N 85TH ST",10,10,"1676 ENGLER","LARC-SHOPLIFT"
"01-13-2012","3100 BLOCK WOODSDALE BLVD",171,0,"1696 DUFEK","LARC-FROM MOTOR VEH"
"01-13-2012","2900 BLOCK N 1ST ST",301,101,"1358 HULSE","LARC-FROM BUILDING"
"01-13-2012","2900 BLOCK N 1ST ST",300,0,"1358 HULSE","LARC-FROM MOTOR VEH"
"01-13-2012","1700 BLOCK WASHINGTON ST",2,2,"1482 WESCH","LARC-SHOPLIFT"
"01-13-2012","2900 BLOCK N 1ST ST",450,0,"1358 HULSE","LARC-FROM BUILDING"
"01-13-2012","3700 BLOCK NW CONIFER CT",1000,0,"1358 HULSE","LARC-FROM BUILDING"
"01-13-2012","3700 BLOCK NW CONIFER CT",50,0,"1358 HULSE","LARC-FROM BUILDING"
"01-14-2012","8300 BLOCK NORTHWOODS DR",69,0,"792 HUNT","LARC-SELF SERVE GAS"
"01-14-2012","5500 BLOCK S 48TH ST",50,50,"1221 TANGEN","LARC-FROM BUILDING"
"01-14-2012","4200 BLOCK N 12TH ST",17,0,"957 BRANDL","LARC-FROM MOTOR VEH"
"01-14-2012","6100 BLOCK O ST",148,148,"1677 SCOVILL","LARC-SHOPLIFT"
"01-14-2012","4700 BLOCK N 27TH ST",25,0,"1599 GENOWAYS","LARC-SHOPLIFT"
"01-14-2012","2900 BLOCK PINE LAKE RD",537,0,"1604 WIGGINS","LARC-SHOPLIFT"
"01-14-2012","2500 BLOCK N 9TH ST",100,0,"1599 GENOWAYS","LARC-VEH.ACCESS."
"01-14-2012","2900 BLOCK PINE LAKE RD",919,0,"1604 WIGGINS","LARC-SHOPLIFT"
"01-14-2012","6700 BLOCK PLATTE AVE",50,0,"1673 KOENIG","LARC-STOLEN BIKE"
"01-15-2012","200 BLOCK S 28TH ST",600,0,"1666 ARNOLD","LARC-VEH.ACCESS."
"01-15-2012","900 BLOCK N 48TH ST",140,0,"1666 ARNOLD","LARC-FROM BUILDING"
"01-15-2012","1800 BLOCK PAWNEE ST",225,0,"1691 BONKIEWICZ","LARC-FROM MOTOR VEH"
"01-15-2012","1800 BLOCK N 68TH ST",41,1,"1508 NICHOLS","LARC-FROM BUILDING"
"01-15-2012","4700 BLOCK N 27TH ST",79,79,"927 ROBERTS","LARC-SHOPLIFT"
"01-15-2012","2800 BLOCK STARR ST",23,0,"1346 LORE","LARC-FROM MOTOR VEH"
"01-15-2012","4700 BLOCK N 27TH ST",32,32,"763 HOEFER","LARC-SHOPLIFT"
"01-15-2012","100 BLOCK S 28TH ST",185,0,"764 SCHAAF","LARC-FROM BUILDING"
"01-15-2012","4600 BLOCK PRESCOTT AVE",1,1,"1118 YINDRICK JR.","LARC-FROM BUILDING"
"01-15-2012","1000 BLOCK W BOND ST",900,0,"1253 BRENNER","LARC-FROM BUILDING"
"01-15-2012","4700 BLOCK N 27TH ST",13,13,"1591 BEASLEY","LARC-SHOPLIFT"
"01-15-2012","2100 BLOCK F ST",30,0,"1634 PULEC","LARC-FROM BUILDING"
"01-15-2012","100 BLOCK Q ST",45,0,"947 DEAN","LARC-FROM BUILDING"
"01-15-2012","4200 BLOCK HUNTINGTON AVE",50,0,"1645 HAUSER","LARC-FROM BUILDING"
"01-15-2012","8700 BLOCK ANDERMATT DR",598,0,"1672 BAUMGARTNER","LARC-SHOPLIFT"
"01-16-2012","3900 BLOCK N 61ST ST",200,0,"1634 PULEC","LARC-FROM BUILDING"
"01-16-2012","4400 BLOCK CORNHUSKER HWY",37,0,"1250 VOSS","LARC-SHOPLIFT"
"01-16-2012","4600 BLOCK HIGH ST",251,0,"1195 ADAMS","LARC-VEH.ACCESS."
"01-16-2012","5800 BLOCK SEWARD AVE",300,0,"299 ARNOLD","LARC-OTHER"
"01-16-2012","1700 BLOCK S 45TH ST",70,56,"1222 WHERRY","LARC-FROM MOTOR VEH"
"01-16-2012","3100 BLOCK S 46TH ST",250,0,"1118 YINDRICK JR.","LARC-FROM MOTOR VEH"
"01-16-2012","4200 BLOCK F ST",100,0,"1331 RIPLEY","LARC-VEH.ACCESS."
"01-16-2012","2700 BLOCK W ST",4,0,"956 EHRHORN","LARC-SHOPLIFT"
"01-16-2012","",500,0,"1438 HILGER","LARC-FROM BUILDING"
"01-16-2012","2500 BLOCK N 9TH ST",300,0,"764 SCHAAF","LARC-VEH.ACCESS."
"01-16-2012","1500 BLOCK HARRISON ST",400,400,"956 EHRHORN","LARC-FROM BUILDING"
"01-16-2012","4700 BLOCK N 27TH ST",250,0,"551 BURMEISTER","LARC-FROM BUILDING"
"01-16-2012","",100,0,"1530 PETERSEN","LARC-FROM MOTOR VEH"
"01-16-2012","900 BLOCK NEW HAMPSHIRE ST",100,0,"764 SCHAAF","LARC-VEH.ACCESS."
"01-16-2012","3100 BLOCK NORTH HILL RD",1450,0,"877 HURLEY","LARC-FROM BUILDING"
"01-16-2012","6100 BLOCK O ST",114,114,"1676 ENGLER","LARC-SHOPLIFT"
"01-16-2012","100 BLOCK S 66TH ST",10,0,"1660 DAHLGREN","LARC-SHOPLIFT"
"01-16-2012","2700 BLOCK W O ST",580,0,"1186 ALESCH","LARC-OTHER"
"01-16-2012","",39,0,"1645 HAUSER","LARC-FROM BUILDING"
"01-16-2012","1200 BLOCK N 48TH ST",162,0,"1673 KOENIG","LARC-FROM MOTOR VEH"
"01-16-2012","1700 BLOCK WASHINGTON ST",10,10,"1624 ATKINSON","LARC-SHOPLIFT"
"01-16-2012","2700 BLOCK W ST",20,0,"1684 FISHER","LARC-FROM MOTOR VEH"
"01-16-2012","1300 BLOCK N 9TH ST",1,0,"1568 MESSERSMITH","LARC-FROM BUILDING"
"01-16-2012","2000 BLOCK SUMNER ST",0,0,"1583 DIMAS","LARC-FROM MOTOR VEH"
"01-16-2012","2600 BLOCK S 48TH ST",2,0,"1667 SCHWARTZ","LARC-SHOPLIFT"
"01-17-2012","6500 BLOCK HOLDREGE ST",30,0,"1368 MONICO","LARC-VEH.ACCESS."
"01-17-2012","4600 BLOCK CLEVELAND AVE",100,0,"299 ARNOLD","LARC-VEH.ACCESS."
"01-17-2012","1200 BLOCK WELLS CT",55,0,"1508 NICHOLS","LARC-VEH.ACCESS."
"01-17-2012","4700 BLOCK N 27TH ST",15,15,"927 ROBERTS","LARC-SHOPLIFT"
"01-17-2012","4800 BLOCK N 15TH ST",31,10,"764 SCHAAF","LARC-FROM MOTOR VEH"
"01-17-2012","6300 BLOCK O ST",1,0,"1331 RIPLEY","LARC-FROM BUILDING"
"01-17-2012","2900 BLOCK S 37TH ST",325,0,"1443 NORTON","LARC-FROM BUILDING"
"01-17-2012","4600 BLOCK LEIGHTON AVE",15,0,"299 ARNOLD","LARC-SHOPLIFT"
"01-17-2012","2500 BLOCK TELLURIDE CIR",1,0,"763 HOEFER","LARC-FROM BUILDING"
"01-17-2012","2800 BLOCK PINE LAKE RD",1598,0,"1696 DUFEK","LARC-SHOPLIFT"
"01-17-2012","1100 BLOCK BELMONT AVE",100,0,"1591 BEASLEY","LARC-FROM BUILDING"
"01-17-2012","1300 BLOCK O ST",240,0,"1623 DLOUHY","LARC-FROM BUILDING"
"01-17-2012","3900 BLOCK N 27TH ST",585,585,"1665 FULLERTON","LARC-FROM BUILDING"
"01-17-2012","5000 BLOCK N 27TH ST",13,13,"1693 HAMM","LARC-SHOPLIFT"
"01-17-2012","4400 BLOCK CORNHUSKER HWY",46,0,"1638 LIND","LARC-SHOPLIFT"
"01-17-2012","5000 BLOCK N 27TH ST",215,65,"1689 LENSING","LARC-SHOPLIFT"
"01-17-2012","6100 BLOCK O ST",259,0,"1642 WILKINSON","LARC-SHOPLIFT"
"01-18-2012","500 BLOCK E ST",1,0,"1624 ATKINSON","LARC-FROM BUILDING"
"01-18-2012","6000 BLOCK MADISON AVE",410,0,"299 ARNOLD","LARC-FROM MOTOR VEH"
"01-18-2012","2700 BLOCK N 70TH ST",350,0,"1259 FAZ","LARC-VEH.ACCESS."
"01-18-2012","5600 BLOCK PHEASANT RUN LN",79,79,"1221 TANGEN","LARC-OTHER"
"01-18-2012","1700 BLOCK N 71ST AVE",300,300,"1259 FAZ","LARC-FROM MOTOR VEH"
"01-18-2012","2600 BLOCK STOCKWELL ST",4000,4000,"1180 KENNETT","AUTO THEFT"
"01-18-2012","2900 BLOCK N 46TH ST",100,100,"1259 FAZ","LARC-FROM BUILDING"
"01-18-2012","400 BLOCK N 44TH ST",3800,3800,"640 LLOYD","AUTO THEFT"
"01-18-2012","500 BLOCK S 24TH ST",200,200,"716 DOMEIER","LARC-VEH.ACCESS."
"01-18-2012","400 BLOCK N 48TH ST",2110,2110,"897 KENNETT","LARC-SHOPLIFT"
"01-18-2012","2500 BLOCK J ST",153,0,"1187 CHAMPOUX","LARC-FROM BUILDING"
"01-18-2012","900 BLOCK ROCKHURST DR",100,0,"725 HOWARD","LARC-OTHER"
"01-18-2012","4200 BLOCK S 27TH ST",33,0,"1604 WIGGINS","LARC-SHOPLIFT"
"01-18-2012","3300 BLOCK A ST",56,0,"1623 DLOUHY","LARC-OTHER"
"01-18-2012","3500 BLOCK N 27TH ST",27,27,"1611 HOWARD","LARC-SHOPLIFT"
"01-18-2012","200 BLOCK N 48TH ST",41,41,"1642 WILKINSON","LARC-SHOPLIFT"
"01-18-2012","400 BLOCK G ST",6,0,"1550 HEIN","LARC-FROM MOTOR VEH"
"01-18-2012","3300 BLOCK HOLDREGE ST",27,0,"1695 MISCAVAGE","LARC-SELF SERVE GAS"
"01-18-2012","4400 BLOCK N 70TH ST",11,0,"1645 HAUSER","LARC-SHOPLIFT"
"01-18-2012","5100 BLOCK S 48TH ST",130,130,"1631 REHA","LARC-FROM BUILDING"
"01-19-2012","600 BLOCK S 20TH ST",130,0,"1616 COOPER","LARC-FROM MOTOR VEH"
"01-19-2012","1200 BLOCK S 16TH ST",6,0,"1369 WEBER","LARC-FROM BUILDING"
"01-19-2012","200 BLOCK BELMONT AVE",0,0,"643 FLUITT","AUTO THEFT"
"01-19-2012","15TH/SUMNER",15,0,"566 WITTWER","LARC-FROM BUILDING"
"01-19-2012","300 BLOCK N 48TH ST",965,965,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","6800 BLOCK S 27TH ST",456,456,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","1400 BLOCK R ST",35,35,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","200 BLOCK N 48TH ST",3,3,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","4800 BLOCK O ST",138,138,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","2200 BLOCK HOLDREGE ST",58,0,"619 ASHLEY","LARC-FROM MOTOR VEH"
"01-19-2012","7000 BLOCK S 14TH ST",150,0,"921 HOLM","LARC-FROM BUILDING"
"01-19-2012","100 BLOCK W FURNAS AVE",479,0,"1530 PETERSEN","LARC-FROM BUILDING"
"01-19-2012","4900 BLOCK O ST",60,60,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","1700 BLOCK SOUTH ST",50,50,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","1300 BLOCK Q ST",70,70,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","1300 BLOCK O ST",198,198,"897 KENNETT","LARC-SHOPLIFT"
"01-19-2012","1200 BLOCK N ST",100,0,"885 FLOOD","LARC-FROM BUILDING"
"01-19-2012","1100 BLOCK ABERDEEN AVE",100,0,"579 MARTIN","LARC-FROM MOTOR VEH"
"01-19-2012","3800 BLOCK S 48TH ST",1200,0,"1610 SCHMIDT","LARC-OTHER"
"01-19-2012","500 BLOCK S 70TH ST",400,0,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"01-19-2012","900 BLOCK SUMNER ST",84,44,"720 MCANDREW","LARC-FROM BUILDING"
"01-19-2012","5000 BLOCK LOWELL AVE",150,0,"417 SCISSORS-DOMGARD","LARC-OTHER"
"01-19-2012","3600 BLOCK N 11TH ST",200,0,"1599 GENOWAYS","LARC-FROM MOTOR VEH"
"01-19-2012","4100 BLOCK PIONEER WOODS DR",70,0,"1399 DOMANSKI","LARC-FROM BUILDING"
"01-19-2012","1100 BLOCK O ST",810,810,"1599 GENOWAYS","LARC-STOLEN BIKE"
"01-19-2012","4400 BLOCK CORNHUSKER HWY",40,0,"1678 KRATOCHVIL","LARC-SELF SERVE GAS"
"01-19-2012","300 BLOCK N 27TH ST",150,0,"1670 RICE","LARC-OTHER"
"01-19-2012","100 BLOCK N 66TH ST",52,0,"1517 WUNDERLICH","LARC-SHOPLIFT"
"01-19-2012","100 BLOCK N 66TH ST",22,22,"1517 WUNDERLICH","LARC-SHOPLIFT"
"01-19-2012","1200 BLOCK PAWNEE ST",16,0,"1294 CLELAND","LARC-OTHER"
"01-19-2012","300 BLOCK S 26TH ST",15,15,"1623 DLOUHY","LARC-VEH.ACCESS."
"01-19-2012","1700 BLOCK WASHINGTON ST",5,0,"1471 QUANDT","LARC-VEH.ACCESS."
"01-19-2012","2100 BLOCK CLINTON ST",48,0,"1646 JENSEN","LARC-FROM MOTOR VEH"
"01-20-2012","4600 BLOCK LEIGHTON AVE",2000,2000,"1466 ROH","AUTO THEFT"
"01-20-2012","4700 BLOCK N 27TH ST",180,180,"957 BRANDL","LARC-SHOPLIFT"
"01-20-2012","4400 BLOCK O ST",10,0,"1695 MISCAVAGE","LARC-SELF SERVE GAS"
"01-20-2012","100 BLOCK S 66TH ST",32,0,"1532 GOLDEN","LARC-SHOPLIFT"
"01-20-2012","4300 BLOCK N 61ST ST",410,0,"1638 LIND","LARC-OTHER"
"01-20-2012","5000 BLOCK O ST",35,0,"1685 MEYERSON","LARC-SHOPLIFT"
"01-20-2012","2100 BLOCK N 27TH ST",500,0,"1614 CARMICHAEL","LARC-FROM BUILDING"
"01-20-2012","5600 BLOCK JUDSON ST",0,0,"1690 FOWLER","LARC-FROM MOTOR VEH"
"01-20-2012","5600 BLOCK JUDSON ST",0,0,"1690 FOWLER","LARC-FROM MOTOR VEH"
"01-20-2012","2300 BLOCK N 1ST ST",9,0,"1600 GLANTZ","LARC-SELF SERVE GAS"
"01-20-2012","6100 BLOCK O ST",163,163,"1642 WILKINSON","LARC-SHOPLIFT"
"01-20-2012","1100 BLOCK E ST",550,0,"1556 GRELL","LARC-FROM MOTOR VEH"
"01-20-2012","100 BLOCK N 23RD ST",60,60,"1614 CARMICHAEL","LARC-FROM MOTOR VEH"
"01-21-2012","1400 BLOCK O ST",90,0,"1614 CARMICHAEL","LARC-FROM BUILDING"
"01-21-2012","300 BLOCK W CORNHUSKER HWY",150,0,"1611 HOWARD","LARC-VEH.ACCESS."
"01-21-2012","1100 BLOCK W AVON LN",1,0,"1444 MOODY","LARC-FROM BUILDING"
"01-21-2012","1700 BLOCK WASHINGTON ST",1,0,"1279 FERENCE","LARC-SHOPLIFT"
"01-21-2012","3700 BLOCK N 27TH ST",8500,8500,"763 HOEFER","AUTO THEFT"
"01-21-2012","1300 BLOCK N ST",20,20,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"01-21-2012","4100 BLOCK S 48TH ST",40,0,"1438 HILGER","LARC-SELF SERVE GAS"
"01-21-2012","5800 BLOCK N 33RD ST",20,0,"1662 ROMSHEK","LARC-VEH.ACCESS."
"01-21-2012","4700 BLOCK N 27TH ST",32,26,"1693 HAMM","LARC-SHOPLIFT"
"01-21-2012","4200 BLOCK N 60TH ST",100,100,"1678 KRATOCHVIL","LARC-OTHER"
"01-21-2012","4700 BLOCK N 27TH ST",18,18,"1591 BEASLEY","LARC-SHOPLIFT"
"01-21-2012","4200 BLOCK NORMAL BLVD",10,10,"1621 SCHAMBER","LARC-FROM BUILDING"
"01-21-2012","1400 BLOCK PINE LAKE RD",55,0,"1636 GRATZ","LARC-SELF SERVE GAS"
"01-21-2012","200 BLOCK N 48TH ST",17,0,"1673 KOENIG","LARC-SHOPLIFT"
"01-21-2012","6100 BLOCK O ST",43,43,"1681 FELDHAUS","LARC-SHOPLIFT"
"01-21-2012","4700 BLOCK N 27TH ST",10,10,"1622 DENZIN","LARC-SHOPLIFT"
"01-21-2012","3000 BLOCK S 72ND ST",60,0,"1604 WIGGINS","LARC-FROM BUILDING"
"01-22-2012","1200 BLOCK BELMONT AVE",1880,1880,"763 HOEFER","AUTO THEFT"
"01-22-2012","4700 BLOCK W ADAMS ST",15,15,"1186 ALESCH","LARC-SELF SERVE GAS"
"01-22-2012","1100 BLOCK BELMONT AV",1200,0,"859 POYER","LARC-FROM BUILDING"
"01-22-2012","1200 BLOCK BELMONT AVE",0,0,"763 HOEFER","LARC-FROM MOTOR VEH"
"01-22-2012","1400 BLOCK O ST",300,0,"1578 MIKA","LARC-FROM BUILDING"
"01-22-2012","4700 BLOCK N 27TH ST",204,204,"927 ROBERTS","LARC-SHOPLIFT"
"01-22-2012","6800 BLOCK S 27TH ST",64,59,"965 FITCH","LARC-SHOPLIFT"
"01-22-2012","4500 BLOCK S 44TH ST",30,0,"1118 YINDRICK JR.","LARC-FROM BUILDING"
"01-22-2012","6100 BLOCK O ST",110,0,"1681 FELDHAUS","LARC-FROM BUILDING"
"01-22-2012","5000 BLOCK O ST",200,0,"1673 KOENIG","LARC-SHOPLIFT"
"01-22-2012","3200 BLOCK WATERCRESS LN",3,0,"1622 DENZIN","LARC-FROM MOTOR VEH"
"01-22-2012","1400 BLOCK O ST",105,0,"1436 HARMON","LARC-FROM BUILDING"
"01-22-2012","200 BLOCK N 48TH ST",240,0,"1677 SCOVILL","LARC-SHOPLIFT"
"01-22-2012","6700 BLOCK S 14TH ST",360,0,"830 CODY","LARC-FROM BUILDING"
"01-23-2012","3300 BLOCK N 10TH ST",17,0,"1622 DENZIN","LARC-FROM BUILDING"
"01-23-2012","1600 BLOCK SW 26TH ST",0,0,"1307 WAGNER","LARC-FROM MOTOR VEH"
"01-23-2012","2000 BLOCK SW 27TH ST",2,0,"941 PRATT","LARC-FROM MOTOR VEH"
"01-23-2012","2600 BLOCK W SUMNER ST",0,0,"941 PRATT","LARC-FROM MOTOR VEH"
"01-23-2012","2600 BLOCK W SUMNER ST",0,0,"941 PRATT","LARC-FROM MOTOR VEH"
"01-23-2012","3800 BLOCK OLD CHENEY RD",570,0,"1438 HILGER","LARC-SHOPLIFT"
"01-23-2012","4500 BLOCK R ST",2500,0,"1508 NICHOLS","LARC-OTHER"
"01-23-2012","2600 BLOCK SW 17TH ST",60,60,"962 PRATT","LARC-FROM MOTOR VEH"
"01-23-2012","1400 BLOCK O ST",27,0,"597 BURDA","LARC-FROM BUILDING"
"01-23-2012","2600 BLOCK SW 17TH ST",0,0,"962 PRATT","LARC-FROM MOTOR VEH"
"01-23-2012","1300 BLOCK O ST",10,0,"1578 MIKA","LARC-SHOPLIFT"
"01-23-2012","5300 BLOCK S 56TH ST",110,110,"1438 HILGER","LARC-SHOPLIFT"
"01-23-2012","",500,0,"1530 PETERSEN","LARC-OTHER"
"01-23-2012","1600 BLOCK N 22ND ST",47,0,"1586 MARTIN","LARC-FROM MOTOR VEH"
"01-23-2012","600 BLOCK N 24TH ST",130,0,"1568 MESSERSMITH","LARC-POCKET PICK"
"01-23-2012","2900 BLOCK PINE LAKE RD",10,10,"1631 REHA","LARC-SHOPLIFT"
"01-23-2012","900 BLOCK S 27TH ST",30,0,"1667 SCHWARTZ","LARC-SELF SERVE GAS"
"01-23-2012","6500 BLOCK BURLINGTON AVE",120,0,"1676 ENGLER","LARC-OTHER"
"01-23-2012","2000 BLOCK VAVRINA LN",0,0,"1636 GRATZ","LARC-FROM MOTOR VEH"
"01-23-2012","1700 BLOCK WASHINGTON ST",50,0,"1597 BANKS","LARC-STOLEN BIKE"
"01-23-2012","1000 BLOCK N 23RD ST",20,0,"1528 HUDEC","LARC-FROM MOTOR VEH"
"01-24-2012","3000 BLOCK Q ST",0,0,"1648 LUCE","LARC-FROM MOTOR VEH"
"01-24-2012","4900 BLOCK W BENTON ST",120,0,"1186 ALESCH","LARC-FROM BUILDING"
"01-24-2012","2900 BLOCK S 37TH ST",200,200,"1443 NORTON","LARC-FROM BUILDING"
"01-24-2012","2900 BLOCK S 37TH ST",230,0,"1443 NORTON","LARC-FROM BUILDING"
"01-24-2012","5100 BLOCK W BENTON ST",54,54,"805 PUCKET","LARC-FROM MOTOR VEH"
"01-24-2012","4800 BLOCK BANCROFT AVE",500,0,"1180 KENNETT","LARC-OTHER"
"01-24-2012","7000 BLOCK S 14TH ST",130,0,"921 HOLM","LARC-FROM BUILDING"
"01-24-2012","7000 BLOCK S 14TH ST",33,0,"921 HOLM","LARC-FROM BUILDING"
"01-24-2012","4900 BLOCK N 56TH ST",7000,0,"640 LLOYD","LARC-OTHER"
"01-24-2012","1200 BLOCK LINCOLN MALL",39,0,"1578 MIKA","LARC-FROM BUILDING"
"01-24-2012","300 BLOCK SPEEDWAY CIR",100,0,"1275 LEEDOM","LARC-FROM BUILDING"
"01-24-2012","",85,0,"1683 CONLON","LARC-OTHER"
"01-24-2012","1200 BLOCK C ST",40,0,"1563 RENNERFELDT","LARC-FROM BUILDING"
"01-24-2012","3500 BLOCK N 27TH ST",103,103,"1393 WOLF","LARC-SHOPLIFT"
"01-24-2012","4200 BLOCK HUNTINGTON AVE",221,0,"1690 FOWLER","LARC-FROM BUILDING"
"01-24-2012","4700 BLOCK CALVERT ST",13,0,"1663 BERGREN","LARC-SHOPLIFT"
"01-25-2012","2900 BLOCK POTTER ST",2400,0,"885 FLOOD","AUTO THEFT"
"01-25-2012","2200 BLOCK PARK AVE",325,0,"767 KNOPIK","LARC-FROM MOTOR VEH"
"01-25-2012","2100 BLOCK S 17TH ST",27,27,"1187 CHAMPOUX","LARC-SHOPLIFT"
"01-25-2012","1400 BLOCK N 19TH ST",125,0,"1346 LORE","LARC-STOLEN BIKE"
"01-25-2012","1200 BLOCK E ST",240,0,"720 MCANDREW","LARC-FROM BUILDING"
"01-25-2012","2900 BLOCK S 37TH ST",257,257,"1443 NORTON","LARC-FROM BUILDING"
"01-25-2012","7000 BLOCK S 14TH ST",205,0,"921 HOLM","LARC-FROM BUILDING"
"01-25-2012","7300 BLOCK HUSKER CIR",50,0,"783 HINTON","LARC-FROM BUILDING"
"01-25-2012","4700 BLOCK N 27TH ST",23,23,"244 CLELAND","LARC-SHOPLIFT"
"01-25-2012","1500 BLOCK KNOX ST",195,0,"957 BRANDL","LARC-OTHER"
"01-25-2012","8900 BLOCK ANDERMATT DR",5,5,"1604 WIGGINS","LARC-SHOPLIFT"
"01-25-2012","4100 BLOCK N 25TH ST",0,0,"840 SIMPSON","LARC-FROM MOTOR VEH"
"01-25-2012","3400 BLOCK N 85TH ST",595,0,"1645 HAUSER","LARC-SHOPLIFT"
"01-25-2012","4000 BLOCK NW 54TH ST",1,0,"1341 DARLING","LARC-FROM BUILDING"
"01-25-2012","4400 BLOCK S 70TH ST",15,0,"1672 BAUMGARTNER","LARC-SHOPLIFT"
"01-26-2012","3200 BLOCK SUPERIOR ST",24,0,"783 HINTON","LARC-SELF SERVE GAS"
"01-26-2012","7000 BLOCK S 14TH ST",93,93,"921 HOLM","LARC-FROM BUILDING"
"01-26-2012","7000 BLOCK S 14TH ST",200,0,"921 HOLM","LARC-FROM BUILDING"
"01-26-2012","300 BLOCK N 27TH ST",72,0,"1530 PETERSEN","LARC-FROM BUILDING"
"01-26-2012","7000 BLOCK S 14TH ST",55,0,"921 HOLM","LARC-FROM BUILDING"
"01-26-2012","1600 BLOCK N 31ST ST",395,330,"619 ASHLEY","LARC-FROM BUILDING"
"01-26-2012","5100 BLOCK COLFAX AVE",400,400,"859 POYER","LARC-FROM BUILDING"
"01-26-2012","3600 BLOCK N 52ND ST",250,250,"640 LLOYD","LARC-FROM BUILDING"
"01-26-2012","",15,15,"716 DOMEIER","LARC-VEH.ACCESS."
"01-26-2012","2200 BLOCK S 38TH ST",120,120,"1442 PAVELKA","LARC-FROM BUILDING"
"01-26-2012","2600 BLOCK S 48TH ST",11,11,"1604 WIGGINS","LARC-SHOPLIFT"
"01-26-2012","2700 BLOCK PORTER RIDGE RD",28,0,"1399 DOMANSKI","LARC-SELF SERVE GAS"
"01-26-2012","8TH/H;8-9,H-J ALLEY",1550,0,"1614 CARMICHAEL","LARC-FROM MOTOR VEH"
"01-26-2012","4600 BLOCK GREENWOOD ST",200,200,"1678 KRATOCHVIL","LARC-FROM BUILDING"
"01-26-2012","1500 BLOCK S 48TH ST",91,0,"1621 SCHAMBER","LARC-FROM BUILDING"
"01-26-2012","1700 BLOCK WASHINGTON ST",2,2,"1523 LASHLEY","LARC-SHOPLIFT"
"01-26-2012","14TH/N",64,62,"1620 EIRICH","LARC-FROM MOTOR VEH"
"01-27-2012","100 BLOCK SW 48TH ST",0,0,"1606 HOSE","LARC-SHOPLIFT"
"01-27-2012","500 BLOCK LAKESIDE DR",100,0,"1616 COOPER","LARC-FROM BUILDING"
"01-27-2012","3700 BLOCK CORNHUSKER HWY",21,0,"840 SIMPSON","LARC-FROM BUILDING"
"01-27-2012","1400 BLOCK S 12TH ST",290,8,"566 WITTWER","LARC-FROM MOTOR VEH"
"01-27-2012","1500 BLOCK E ST",2,0,"689 MARTI","LARC-COIN OP MACH"
